pair_id,proxy_layer,target_layer,subset,image_count,true_cka,null_mean,null_std,z_score,empirical_p_value,null_exceedance_count,permutations_evaluated,exact_null
P22,vision_final,vision_mid,global,50,0.5295388102531433,0.23634429724514486,0.0220965352477715,13.268800276621104,0.000999000999000999,0,1000,0
P22,vision_final,vision_mid,class_7,5,0.8543100357055664,0.7822425230210569,0.04431373316551958,1.6263019957114577,0.08333333333333333,9,119,1
P22,vision_final,vision_mid,class_8,5,0.8475103378295898,0.7982291829686204,0.06354911667316929,0.7754813511322356,0.35,41,119,1
P22,vision_final,vision_mid,classes_7_8,10,0.7315397262573242,0.5554405670464039,0.06466216643059003,2.72337239736546,0.01098901098901099,10,1000,0
P22,vision_final,vision_final,global,50,0.9999039173126221,0.4284219703376293,0.018039564700920586,31.679364577230025,0.000999000999000999,0,1000,0
P22,vision_final,vision_final,class_7,5,0.9999781847000122,0.9144648007985925,0.0326800392349191,2.6166854723371142,0.008333333333333333,0,119,1
P22,vision_final,vision_final,class_8,5,0.9999861121177673,0.8911139674547339,0.03676433259606854,2.9613524025913054,0.008333333333333333,0,119,1
P22,vision_final,vision_final,classes_7_8,10,0.9999786019325256,0.6797975974678994,0.04555884807675216,7.027855575391704,0.000999000999000999,0,1000,0
P22,vision_final,projected,global,50,0.9646109938621521,0.406714130371809,0.017533336846792574,31.819206370429193,0.000999000999000999,0,1000,0
P22,vision_final,projected,class_7,5,0.9951671361923218,0.9160294963532135,0.03093614291822452,2.558096529625488,0.016666666666666666,1,119,1
P22,vision_final,projected,class_8,5,0.9794269800186157,0.8714061935408777,0.046370654510440215,2.32950747877448,0.008333333333333333,0,119,1
P22,vision_final,projected,classes_7_8,10,0.9850143790245056,0.6658917940855026,0.04783750050167308,6.670971133365171,0.000999000999000999,0,1000,0
P22,projected,vision_mid,global,50,0.5418320894241333,0.22987989896535874,0.021767566082208874,14.331055170827764,0.000999000999000999,0,1000,0
P22,projected,vision_mid,class_7,5,0.8732485175132751,0.7837193277703614,0.04969391194840006,1.801612838125461,0.05,5,119,1
P22,projected,vision_mid,class_8,5,0.885593831539154,0.7939240556805074,0.071243663987136,1.2867077677981142,0.15,17,119,1
P22,projected,vision_mid,classes_7_8,10,0.7534611821174622,0.5517391138672829,0.0659277565239514,3.059744163702796,0.005994005994005994,5,1000,0
P22,projected,vision_final,global,50,0.9726417064666748,0.41654560843110083,0.017090180469156904,32.53892485449028,0.000999000999000999,0,1000,0
P22,projected,vision_final,class_7,5,0.9938328266143799,0.9164288950567486,0.029209166407823898,2.6499876948524634,0.016666666666666666,1,119,1
P22,projected,vision_final,class_8,5,0.9897618293762207,0.8867487857321731,0.040734526722931964,2.5288877012054556,0.008333333333333333,0,119,1
P22,projected,vision_final,classes_7_8,10,0.9921573400497437,0.6748785903453827,0.04660679726879147,6.807563881176943,0.000999000999000999,0,1000,0
P22,projected,projected,global,50,0.9935379028320312,0.395563261449337,0.017737694133832655,33.71208438204631,0.000999000999000999,0,1000,0
P22,projected,projected,class_7,5,0.9990269541740417,0.9179127436726033,0.02798763246813942,2.8982162243904432,0.008333333333333333,0,119,1
P22,projected,projected,class_8,5,0.9972092509269714,0.8669040673921088,0.053592931673573596,2.431387488345137,0.008333333333333333,0,119,1
P22,projected,projected,classes_7_8,10,0.9963396191596985,0.6609911370873451,0.04919993461179054,6.8160351170870985,0.000999000999000999,0,1000,0
